canonical_name,category,status,expected_type,default_value,constraints,effect_role,remarks,kv_keys,cpp_fields,aliases,runner_variables,source_paths,milestones,source_inventory
nSteps,Temps et collision SRC,existant catalogue 0292 | canonique,entier,1000,>= 0,Nombre de pas de temps simulés.,,nSteps,nSteps,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
numThreads,I/O et exécution,existant catalogue 0292 | canonique,entier,0,entier >= 0; 0 laisse OpenMP décider,Force omp_set_num_threads(numThreads).,Pris en compte seulement si le binaire est compilé avec OpenMP.,numThreads,numThreads,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
Nx,Domaine et grille,existant catalogue 0292 | canonique,entier,32,> 0,Nombre de cellules MPCD/projection en x.,,Nx,Nx,,NX,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
Ny,Domaine et grille,existant catalogue 0292 | canonique,entier,32,> 0,Nombre de cellules MPCD/projection en y.,,Ny,Ny,,NY,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundaryApertureEnable,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,openBoundaryApertureEnable,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletFeedbackGain,Entrées/sorties — sortie Q6,existant catalogue 0292 | canonique | alias accepté,double,0.0,"[0,1]",Gain du feedback global outlet-only sur le déséquilibre de flux.,Utilisé uniquement en mode hybrid/neumann_feedback/hybrid_feedback.,openBoundaryOutletFeedbackGain;openBoundaryOutletMassFeedbackGain;openOutletFeedbackGain;outletFeedbackGain,openBoundaryOutletFeedbackGain,openBoundaryOutletMassFeedbackGain;openOutletFeedbackGain;outletFeedbackGain,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundaryOutletForcedLayerCells,Entrées/sorties — modes outlet | Entrées/sorties — aliases forced outlet,existant catalogue 0292 | canonique | alias accepté; complété inventaire 0490p,entier,1,>= 1 | entier; contraintes détaillées vérifiées par validate_simulation_params.,"Épaisseur de la zone d’extraction forcée, en nombre de cellules à partir de la face outlet. | Alias accepté de openBoundaryOutletForcedLayerCells.",Utilisé en forced_flux/equilibrium_flux pour sélectionner l’épaisseur de couche outlet où la masse/les particules peuvent être extraites. Les scripts de démo peuvent choisir 3 par défaut. | Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,openBoundaryOutletForcedLayerCells;openOutletForcedLayerCells;outletForcedLayerCells;outletSuctionLayerCells,openBoundaryOutletForcedLayerCells,openBoundaryOutletForcedLayerCells,OUTLET_FORCED_LAYER_CELLS,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv | delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletForcedMassFlux,Entrées/sorties — modes outlet | Entrées/sorties — aliases forced outlet,existant catalogue 0292 | canonique | alias accepté; complété inventaire 0490p,double,0.0,>= 0; unités masse / temps simulation | nombre réel fini; contraintes détaillées vérifiées par validate_simulation_params.,"Flux de masse sortant imposé par l’utilisateur, découplé du flux inlet. | Alias accepté de openBoundaryOutletForcedMassFlux.",Utilisé si openBoundaryOutletMode=forced_flux et aucun flux particulaire prioritaire n’est donné. Masse extraite par step = flux * dt. | Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,openBoundaryOutletForcedMassFlux;openOutletForcedMassFlux;outletForcedMassFlux;outletSuctionMassFlux,openBoundaryOutletForcedMassFlux,openBoundaryOutletForcedMassFlux,OUTLET_FORCED_MASS_FLUX,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv | delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletForcedMassPerStep,Entrées/sorties — modes outlet | Entrées/sorties — aliases forced outlet,existant catalogue 0292 | canonique | alias accepté; complété inventaire 0490p,double,0.0,>= 0; masse / step | nombre réel fini; contraintes détaillées vérifiées par validate_simulation_params.,Masse cible à extraire à chaque step dans la couche outlet. | Alias accepté de openBoundaryOutletForcedMassPerStep.,Utilisé si openBoundaryOutletMode=forced_flux et si aucun flux particulaire prioritaire n’est donné. Prioritaire sur openBoundaryOutletForcedMassFlux pour la masse. | Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,openBoundaryOutletForcedMassPerStep;openOutletForcedMassPerStep;outletForcedMassPerStep;outletSuctionMassPerStep,openBoundaryOutletForcedMassPerStep,openBoundaryOutletForcedMassPerStep,OUTLET_FORCED_MASS_PER_STEP,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv | delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletForcedParticleFlux,Entrées/sorties — modes outlet | Entrées/sorties — aliases forced outlet,existant catalogue 0292 | canonique | alias accepté; complété inventaire 0490p,double,0.0,>= 0; particules / temps simulation | nombre réel fini; contraintes détaillées vérifiées par validate_simulation_params.,"Flux particulaire sortant imposé par l’utilisateur, découplé du flux inlet. | Alias accepté de openBoundaryOutletForcedParticleFlux.","Utilisé si openBoundaryOutletMode=forced_flux. Nombre extrait par step = flux * dt, arrondi selon l’implémentation. Les paramètres particulaires sont prioritaires sur les paramètres massiques. | Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.",openBoundaryOutletForcedParticleFlux;openOutletForcedParticleFlux;outletForcedParticleFlux;outletSuctionParticleFlux,openBoundaryOutletForcedParticleFlux,openBoundaryOutletForcedParticleFlux,OUTLET_FORCED_PARTICLE_FLUX,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv | delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletForcedParticlesPerStep,Entrées/sorties — modes outlet | Entrées/sorties — aliases forced outlet,existant catalogue 0292 | canonique | alias accepté; complété inventaire 0490p,entier,0,>= 0; particules / step | entier; contraintes détaillées vérifiées par validate_simulation_params.,Nombre cible de particules à extraire à chaque step dans la couche outlet. | Alias accepté de openBoundaryOutletForcedParticlesPerStep.,Utilisé si openBoundaryOutletMode=forced_flux. Prioritaire sur openBoundaryOutletForcedParticleFlux et sur les paramètres massiques. 0 désactive l’extraction forcée si aucun autre flux positif n’est donné. | Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,openBoundaryOutletForcedParticlesPerStep;openOutletForcedParticlesPerStep;outletForcedParticlesPerStep;outletSuctionParticlesPerStep,openBoundaryOutletForcedParticlesPerStep,openBoundaryOutletForcedParticlesPerStep,OUTLET_FORCED_PARTICLES_PER_STEP,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv | delta parseur 0437–0490p / branche surf commit 36abd23
openBoundaryOutletHybridBlend,Entrées/sorties — sortie Q6,existant catalogue 0292 | canonique | alias accepté,double,0.0,"[0,1]",Mélange entre profil local Neumann et profil équilibré.,"Utilisé uniquement en mode hybrid; pour sorties segmentées hybrid, doit rester 0.",openBoundaryOutletHybridBlend;openOutletHybridBlend;outletHybridBlend,openBoundaryOutletHybridBlend,openOutletHybridBlend;outletHybridBlend,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundaryOutletMode,Entrées/sorties — modes outlet,existant catalogue 0292 | sémantique Neumann mise à jour 0493x8r-x8t | canonique | alias accepté,enum string,balanced_flux historique Q6; utiliser explicitement neumann/equilibrium_flux/forced_flux pour SRC classic 0291+ | balanced_flux historique Q6; expliciter neumann pour SRC classic,SRC classic 0291+: neumann; equilibrium_flux; forced_flux. Q6/open-boundary historique: balanced_flux; prescribed_flux; balanced; prescribed; dirichlet; neumann; free; zero_gradient; zero_normal_gradient; hybrid; neumann_feedback; hybrid_feedback. | SRC classic 0291+: neumann; equilibrium_flux; forced_flux. Q6 historique: balanced_flux; prescribed_flux; balanced; prescribed; dirichlet; free; zero_gradient; zero_normal_gradient; hybrid; neumann_feedback; hybrid_feedback.,"Choisit le régime de sortie: sortie passive, extraction équilibrée ou extraction forcée utilisateur pour SRC classic; conserve aussi les politiques Q6 open-boundary historiques. | Régime outlet: sortie passive, extraction équilibrée ou extraction forcée; conserve les modes Q6 historiques.","SRC classic CUDA 0291+: appliqué aux outlets full-face et segmentés. forced_flux est indépendant de l’inlet et nécessite un paramètre openBoundaryOutletForced* positif. equilibrium_flux tente une extraction équilibrante couplée au gain net du step. neumann laisse sortir passivement. Les modes Q6 historiques restent disponibles pour la projection open-boundary. | 0493x8r-x8t: neumann sur Q6-G-F est une sortie pression passive: vitesse prédicteur extrapolée à gradient normal nul, phi=0 à la face ouverte, correction finale de flux libre; le chemin particulaire reconstruit un bain cinétique local côté sortie.",openBoundaryOutletMode;openOutletBoundaryMode;outletBoundaryMode;q6q9OutletBoundaryMode,openBoundaryOutletMode,openOutletBoundaryMode;outletBoundaryMode;q6q9OutletBoundaryMode,OUTLET_MODE,include/simulation_params.h;src/cuda_classic_src_io_resident_0263.cu;src/cuda_q6_resident_0400.cu;src/params_io_base.cpp,x8k;x8t;x9d;x9r,src_mpcd_params_catalogue_0292_cuda.csv | cycle_0493x8k_x8t + 0493x9d_x9r_surface_tension_20260819 | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundarySegmentCount,Entrées/sorties — segments,existant catalogue 0292 | canonique,entier,0,0 si désactivé; 1..16 si activé,Nombre de segments ouverts définis.,Limite codée: 16 segments.,openBoundarySegmentCount,openBoundarySegmentCount,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundarySegmentK,Entrées/sorties — segments,existant catalogue 0292 | groupe dynamique,record,(aucun),"face mode sMin sMax ux uy type mass; face={left,right,bottom,top}; mode=inlet/input/outlet/output/open; 0<=sMin<sMax<=1; mass>0",Déclaration d’un segment relatif sur une face solide/specular/bounceback.,N=openBoundarySegmentCount. Les segments d’une même face ne doivent pas se chevaucher.,openBoundarySegmentK,openBoundarySegmentK,openBoundarySegment0 ... openBoundarySegment{N-1},,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
openBoundarySegments,Paramètres recensés après 0436b,alias accepté; complété inventaire 0490p,vecteur interne,(sans valeur stockée),,Champ canonique interne de SimulationParams utilisé par le parseur et le backend courant.,Champ canonique ajouté/recensé depuis l’inventaire 0436b. Les vecteurs speciesDefinitions/openBoundarySegments sont construits après le premier passage du parseur.,,openBoundarySegments,,,include/simulation_params.h;src/params_io_base.cpp,,delta SimulationParams 0437–0490p / branche surf commit 36abd23
OpenBoundarySegments.segment[0],Inlet/outlet segmenté,ajout 0249b; documenté 0426,chaîne structurée,face mode sMin sMax ux uy type mass,"face in {left,right,top,bottom}; mode inlet/outlet",Définit le premier segment ouvert en coordonnées relatives de face.,Utilisé dans LR segments et backward step Darcy pour éviter l’injection dans chi-solide.,openBoundarySegment0,,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
OpenBoundarySegments.segment[1],Inlet/outlet segmenté,ajout 0249b; documenté 0426,chaîne structurée,face mode sMin sMax ux uy type mass,"face in {left,right,top,bottom}; mode inlet/outlet",Définit le second segment ouvert en coordonnées relatives de face.,Utilisé dans LR segments et backward step Darcy.,openBoundarySegment1,,,,doc/README_0426_DARCY_FASTFLAGS.md;scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh;scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh;scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh,,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
openBoundarySegmentsEnable,Entrées/sorties — segments,existant catalogue 0292 | canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,Active les segments compacts inlet/outlet sur des faces autrement wall-like.,"Si true, openBoundarySegmentCount>0 et chaque openBoundarySegmentK requis.",openBoundarySegmentsEnable,openBoundarySegmentsEnable,,,include/simulation_params.h;src/params_io_base.cpp,,src_mpcd_params_catalogue_0292_cuda.csv | src_mpcd_params_cles_acceptees_0292_cuda.csv
outletRightYMax,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,outletRightYMax,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
outletRightYMin,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,outletRightYMin,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
outletTopXMax,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,outletTopXMax,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
outletTopXMin,Clés supprimées — migration vers segments 0143,supprimé 0143; rejet explicite; recensé 0490p,clé supprimée,(non applicable),Toujours rejetée; utiliser openBoundarySegmentsEnable/openBoundarySegmentCount/openBoundarySegmentK.,Clé params.kv lue par le parseur courant.,Ligne ajoutée par comparaison exhaustive du parseur params.kv au commit 36abd23 avec l’inventaire consolidé 0436b.,outletTopXMin,,,,,,delta parseur 0437–0490p / branche surf commit 36abd23
