name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
projectionMaxIterations,params_key,Projection Q6 / elliptique,canonique,entier,300,>=0,projectionMaxIterations,,Nombre maximal d’itérations CG.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionMomentumCorrectionEnable,params_key,Projection Q6 / elliptique,canonique,booléen,true,booléen: true/1/yes/on ou false/0/no/off,projectionMomentumCorrectionEnable,,Active la correction globale de quantité de mouvement après projection.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionOperator,params_key,Projection Q6 / elliptique,canonique,enum string,periodic_fv_cg,periodic_fv_cg; channel_fv_cg; auto_fv_cg; elliptic_fv_cg,projectionOperator,,Opérateur elliptique/div-grad utilisé par la projection.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionStrength,params_key,Projection Q6 / elliptique,alias accepté,double,1.0,"[0,1]",q6ProjectionStrength,,Sous-relaxation de la correction fluide-fluide Q6.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionTolerance,params_key,Projection Q6 / elliptique,canonique,double,1.0e-10,>0,projectionTolerance,,Tolérance relative/numérique du solveur de projection.,Défaut canonique SimulationParams=1.0e-10. La campagne finale x7q/x7i TG/Poiseuille/bend/IO et le dam-break de non-régression utilisent 1.0e-5; le CG x7j respecte ce même critère sans réduction host à chaque itération.,simulation_params.h; params_io_base.cpp; scripts/run_0493x5b_liquid_gas_free_surface_dam_break.sh; README_0493X6G_PHASE_GAS_PRESSURE.md,catalogue 0292 | validation Q6-g-f 0493x7q
q6ProjectionStrength,params_key,Projection Q6 / elliptique,canonique,double,1.0,"[0,1]",q6ProjectionStrength,,Sous-relaxation de la correction fluide-fluide Q6.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionAllowUnmaskedImmersedSolid,params_key,Projection Q6 / solide immergé,canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,projectionAllowUnmaskedImmersedSolid,,Autorise explicitement Q6 avec solide immergé non masqué.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionImmersedSolidCloseCutFaces,params_key,Projection Q6 / solide immergé,canonique,booléen,true,booléen: true/1/yes/on ou false/0/no/off,projectionImmersedSolidCloseCutFaces,,Ferme les faces coupées par le solide immergé dans la projection.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionImmersedSolidFluidFractionThreshold,params_key,Projection Q6 / solide immergé,canonique,double,0.5,"[0,1]",projectionImmersedSolidFluidFractionThreshold,,Seuil de fraction fluide pour classer/masquer les cellules solides.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionImmersedSolidMaskEnable,params_key,Projection Q6 / solide immergé,canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,projectionImmersedSolidMaskEnable,,Active le masque solide immergé dans la projection.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
gpuProjectionBackend,params_key,Projection Q6 — backend,alias accepté,enum string,cpu,cpu; auto; cuda,projectionBackend,,Sélectionne le backend de projection Q6; hors SRC classic full CUDA.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
projectionBackend,params_key,Projection Q6 — backend,canonique,enum string,cpu,cpu; auto; cuda,projectionBackend,,Sélectionne le backend de projection Q6; hors SRC classic full CUDA.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
q6ProjectionBackend,params_key,Projection Q6 — backend,alias accepté,enum string,cpu,cpu; auto; cuda,projectionBackend,,Sélectionne le backend de projection Q6; hors SRC classic full CUDA.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingTargetCellMass,params_key,Resampling pondéré — cible,canonique,double,0.0,>=0; 0 => infère la masse moyenne courante,resamplingTargetCellMass,,Masse cible par cellule pour diagnostics/remap resampling.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
weightedResamplingTargetCellMass,params_key,Resampling pondéré — cible,alias accepté,double,0.0,>=0; 0 => infère la masse moyenne courante,resamplingTargetCellMass,,Masse cible par cellule pour diagnostics/remap resampling.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingLatentActivationEnable,params_key,Resampling pondéré — latent,canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,resamplingLatentActivationEnable,,Active la conversion Latent -> Fluid pour remplir les cellules pauvres/vides.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingLatentActivationMaxPerCell,params_key,Resampling pondéré — latent,canonique,entier,1,>0 si activation latente active,resamplingLatentActivationMaxPerCell,,Nombre maximal d’activations latentes par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingLatentActivationParticleMass,params_key,Resampling pondéré — latent,canonique,double,0.0,>=0; 0 => targetCellMass/maxPerCell,resamplingLatentActivationParticleMass,,Masse attribuée aux particules activées depuis latent.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingLatentParticleMass,params_key,Resampling pondéré — latent,alias accepté,double,0.0,>=0; 0 => targetCellMass/maxPerCell,resamplingLatentActivationParticleMass,,Masse attribuée aux particules activées depuis latent.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingLatentToFluidEnable,params_key,Resampling pondéré — latent,alias accepté,booléen,false,booléen: true/1/yes/on ou false/0/no/off,resamplingLatentActivationEnable,,Active la conversion Latent -> Fluid pour remplir les cellules pauvres/vides.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingActiveFluidFractionThreshold,params_key,Resampling pondéré — masque wet,canonique,double,0.5,"[0,1]",resamplingActiveFluidFractionThreshold,,Seuil de fraction fluide active pour considérer une cellule éligible.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingWetCellMassThreshold,params_key,Resampling pondéré — masque wet,canonique,double,0.0,>=0,resamplingWetCellMassThreshold,,Seuil de masse minimale d’une cellule wet.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingWetMaskMode,params_key,Resampling pondéré — masque wet,canonique,enum string,active_domain,active_domain; occupied,resamplingWetMaskMode,,Définition des cellules wet/actives pour le resampling.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingWetMassThreshold,params_key,Resampling pondéré — masque wet,alias accepté,double,0.0,>=0,resamplingWetCellMassThreshold,,Seuil de masse minimale d’une cellule wet.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassGuardEnable,params_key,Resampling pondéré — masse,canonique,booléen,false,booléen: true/1/yes/on ou false/0/no/off,resamplingMassGuardEnable,,Active le garde de bornes de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassMax,params_key,Resampling pondéré — masse,alias accepté,double,4.0,> resamplingParticleMassMin,resamplingParticleMassMax,,Borne supérieure de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassMin,params_key,Resampling pondéré — masse,alias accepté,double,0.25,>=0,resamplingParticleMassMin,,Borne inférieure de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassRemapPeriod,params_key,Resampling pondéré — masse,alias accepté,entier,1,>=0; 0 désactive remap/guard de masse,resamplingMassRenormalizationPeriod,,Période K de renormalisation/remap de masse.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassRenormalisationPeriod,params_key,Resampling pondéré — masse,alias accepté,entier,1,>=0; 0 désactive remap/guard de masse,resamplingMassRenormalizationPeriod,,Période K de renormalisation/remap de masse.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassRenormalizationPeriod,params_key,Resampling pondéré — masse,canonique,entier,1,>=0; 0 désactive remap/guard de masse,resamplingMassRenormalizationPeriod,,Période K de renormalisation/remap de masse.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingMassSafetyEnable,params_key,Resampling pondéré — masse,alias accepté,booléen,false,booléen: true/1/yes/on ou false/0/no/off,resamplingMassGuardEnable,,Active le garde de bornes de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingParticleMassMax,params_key,Resampling pondéré — masse,canonique,double,4.0,> resamplingParticleMassMin,resamplingParticleMassMax,,Borne supérieure de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingParticleMassMin,params_key,Resampling pondéré — masse,canonique,double,0.25,>=0,resamplingParticleMassMin,,Borne inférieure de masse particulaire.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingRemapPeriod,params_key,Resampling pondéré — masse,alias accepté,entier,1,>=0; 0 désactive remap/guard de masse,resamplingMassRenormalizationPeriod,,Période K de renormalisation/remap de masse.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMax,params_key,Resampling pondéré — population,alias accepté,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNMax,,Borne haute de population par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMaxExtractionsPerCell,params_key,Resampling pondéré — population,alias accepté,entier,64,>=0,resamplingPopulationMaxExtractionsPerCell,,Limite d’extractions par cellule et par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMaxExtractionsPerStep,params_key,Resampling pondéré — population,alias accepté,entier,200000,>=0,resamplingPopulationMaxExtractionsPerStep,,Limite globale d’extractions par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMaxFraction,params_key,Resampling pondéré — population,alias accepté,double,1.30,>=1,resamplingPopulationNMaxFraction,,Fraction utilisée pour inférer NMax.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMaxSplitsPerCell,params_key,Resampling pondéré — population,alias accepté,entier,16,>=0,resamplingPopulationMaxSplitsPerCell,,Limite de splits par cellule et par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMaxSplitsPerStep,params_key,Resampling pondéré — population,alias accepté,entier,200000,>=0,resamplingPopulationMaxSplitsPerStep,,Limite globale de splits par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMin,params_key,Resampling pondéré — population,alias accepté,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNMin,,Borne basse de population par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNMinFraction,params_key,Resampling pondéré — population,alias accepté,double,0.70,"(0,1]",resamplingPopulationNMinFraction,,Fraction utilisée pour inférer NMin.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingNTarget,params_key,Resampling pondéré — population,alias accepté,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNTarget,,Population cible par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationMaxExtractionsPerCell,params_key,Resampling pondéré — population,canonique,entier,64,>=0,resamplingPopulationMaxExtractionsPerCell,,Limite d’extractions par cellule et par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationMaxExtractionsPerStep,params_key,Resampling pondéré — population,canonique,entier,200000,>=0,resamplingPopulationMaxExtractionsPerStep,,Limite globale d’extractions par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationMaxSplitsPerCell,params_key,Resampling pondéré — population,canonique,entier,16,>=0,resamplingPopulationMaxSplitsPerCell,,Limite de splits par cellule et par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationMaxSplitsPerStep,params_key,Resampling pondéré — population,canonique,entier,200000,>=0,resamplingPopulationMaxSplitsPerStep,,Limite globale de splits par step.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMax,params_key,Resampling pondéré — population,canonique,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNMax,,Borne haute de population par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMaxFraction,params_key,Resampling pondéré — population,canonique,double,1.30,>=1,resamplingPopulationNMaxFraction,,Fraction utilisée pour inférer NMax.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMin,params_key,Resampling pondéré — population,canonique,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNMin,,Borne basse de population par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNMinFraction,params_key,Resampling pondéré — population,canonique,double,0.70,"(0,1]",resamplingPopulationNMinFraction,,Fraction utilisée pour inférer NMin.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPopulationNTarget,params_key,Resampling pondéré — population,canonique,entier,0,>=0; 0 avec les deux autres bornes => inférence,resamplingPopulationNTarget,,Population cible par cellule.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPoorCellMassFraction,params_key,Resampling pondéré — seuils pauvre/riche,canonique,double,0.5,>=0,resamplingPoorCellMassFraction,,Fraction de masse cible sous laquelle une cellule est pauvre.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingPoorMassFraction,params_key,Resampling pondéré — seuils pauvre/riche,alias accepté,double,0.5,>=0,resamplingPoorCellMassFraction,,Fraction de masse cible sous laquelle une cellule est pauvre.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingRichCellMassFraction,params_key,Resampling pondéré — seuils pauvre/riche,canonique,double,1.5,> resamplingPoorCellMassFraction,resamplingRichCellMassFraction,,Fraction de masse cible au-dessus de laquelle une cellule est riche.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
resamplingRichMassFraction,params_key,Resampling pondéré — seuils pauvre/riche,alias accepté,double,1.5,> resamplingPoorCellMassFraction,resamplingRichCellMassFraction,,Fraction de masse cible au-dessus de laquelle une cellule est riche.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_cles_acceptees_0292_cuda.csv
